id,beer_image,engname,korname,feature,style,released date,IBU,ABV,about,is_beer,is_brewery_detail,brewery_id,,,,,
73,brewery/51/beer_73.png,Helles Lager,헬레스 라거,,LAGER,2016.9,,5.1,"독일어 Helles는 영어로 Light이며, 맥주의 색깔이 밝다는 뜻입니다. 19세기 말 선풍적인 인기를 끌던 필스에 대항해 독일 남부지방에서 처음 양조하기 시작한 맥주입니다. 필스가 홉향을 강조하는데 비해 은은하고 구수한 맥아향을 내며, 청량감이 두드러집니다.",,,51,,,,,
74,brewery/52/beer_74.png,Dunkles,둥클레스,,DUNKEL,,,,부드러운 거품과 달콤한 캐러멜 맛의 쵸콜릿 색이 도는 흑맥주. 적당히 볶은 맥아를 사용해 하면 발표 공법으로 장기간 저온 숙성하여 크림처럼 부드러운 거품과 깊은 맛이 일품인 맥주,,,52,,,,,
75,brewery/53/beer_75.png,CopyCat Nevada Pale Ale,카피캣,,PALE ALE,2014.1,,5.2,카피캣에 어울리게 미국의 씨에라 네바다 페일에일에서 모티브를 가져와 모방하여 만든 맥주입니다. 미국의 창조성을 조화시킨 맥주로 입맛을 돋우는 가벼운 쓴맛과 함께 다양한 (열대)과일과 꽃향기등이 풍부해 현재 세계 각국에서 가장 큰 인기몰이 중인 맥주.,,,53,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,BB PILSNER,BB 필스너,,PILSNER,,,,,,,54,,,,,
,,HONEST PALE ALE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
